order,type,document_number,parcel_number,sub_district_no,location_id,rai,ngan,tarang_wa,usage_agriculture,usage_living,usage_other,usage_none,usage_misc,type_of_usage
1,โฉนด,1457,1309,1442.0,01A001,2.0,3.0,22.7,0.0,1122.7,0.0,0.0,1.0,living
2,โฉนด,1181,1384,1441.0,01A002,1.0,0.0,38.7,0.0,438.7,0.0,0.0,0.0,living
3,โฉนด,1755,1386,1439.0,01A003,0.0,0.0,75.5,0.0,75.5,0.0,0.0,0.0,living
4,โฉนด,85625,37,4752.0,01A003/001,0.0,0.0,75.5,0.0,75.5,0.0,0.0,0.0,living
5,โฉนด,85626,38,4753.0,01A003/002,0.0,0.0,75.5,0.0,75.5,0.0,0.0,0.0,living
6,โฉนด,1402,1385,1440.0,01A004,0.0,1.0,20.7,0.0,0.0,0.0,0.0,120.7,misc
7,โฉนด,1758,1389,1438.0,01A005,2.0,1.0,8.7,908.7,0.0,0.0,0.0,0.0,agriculture
8,โฉนด,2050,1390,1435.0,01A006,0.0,0.0,93.0,0.0,0.0,0.0,93.0,0.0,wasteland
9,โฉนด,1795,1388,1436.0,01A007,0.0,1.0,51.0,0.0,151.0,0.0,0.0,0.0,living
10,โฉนด,61758,61,4000.0,01A007/001,0.0,1.0,46.9,0.0,144.7,2.25,0.0,0.0,living
11,โฉนด,1844,1387,1437.0,01A008,0.0,0.0,42.5,0.0,39.0,3.5,0.0,0.0,living
12,โฉนด,131312,1715,5518.0,01A008/001,0.0,0.0,85.0,0.0,78.5,6.5,0.0,0.0,living
13,โฉนด,142848,1743,6484.0,01A008/002,0.0,0.0,42.5,0.0,42.5,0.0,0.0,0.0,living
14,โฉนด,2819,1395,1848.0,01A009,0.0,1.0,1.7,0.0,0.0,0.0,101.7,0.0,wasteland
15,โฉนด,26931,1394,3453.0,01A009/001,0.0,0.0,99.3,0.0,0.0,0.0,99.3,0.0,wasteland
16,โฉนด,26930,1393,3452.0,01A009/002,0.0,0.0,82.5,0.0,0.0,0.0,82.5,0.0,wasteland
17,โฉนด,5840,1392,2068.0,01A010,0.0,0.0,98.3,0.0,98.3,0.0,0.0,0.0,living
18,โฉนด,2820,1391,1849.0,01A011,0.0,0.0,65.6,0.0,0.0,65.6,0.0,0.0,other
19,โฉนด,1415,1423,1425.0,01A012,0.0,2.0,13.3,0.0,213.2,0.0,0.0,0.0,living
20,โฉนด,29372,1422,3608.0,01A012/001,0.0,1.0,15.3,0.0,115.3,0.0,0.0,0.0,living
21,โฉนด,29371,1421,3607.0,01A012/002,0.0,0.0,78.6,0.0,78.6,0.0,0.0,0.0,living
22,โฉนด,29373,1424,3609.0,01A012/003,0.0,0.0,66.2,0.0,66.2,0.0,0.0,0.0,living
23,โฉนด,1845,1440,1434.0,01A013,0.0,0.0,53.4,0.0,53.4,0.0,0.0,0.0,living
24,โฉนด,81535,33,5638.0,01A013/001,0.0,0.0,62.4,0.0,62.4,0.0,0.0,0.0,living
25,โฉนด,7567,1441,2163.0,01A014,0.0,0.0,22.3,0.0,22.3,0.0,0.0,0.0,living
26,โฉนด,89337,42,4824.0,01A014/001,0.0,0.0,45.8,0.0,7.4,38.4,0.0,0.0,living
27,โฉนด,1200,1439,1433.0,01A015,0.0,0.0,66.3,0.0,0.0,66.3,0.0,0.0,other
28,โฉนด,2001,1420,1424.0,01A016,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
29,โฉนด,83425,1704,4650.0,01A016/001,0.0,0.0,52.6,0.0,52.6,0.0,0.0,0.0,living
30,โฉนด,1199,1425,1430.0,01A017,0.0,0.0,88.1,0.0,88.1,0.0,0.0,0.0,living
31,โฉนด,80057,31,4549.0,01A017/001,0.0,0.0,79.7,0.0,79.7,0.0,0.0,0.0,living
32,โฉนด,80056,254,9234.0,01A017/002,0.0,0.0,77.3,0.0,77.3,0.0,0.0,0.0,living
33,โฉนด,1124,1437,1431.0,01A018,0.0,0.0,63.3,0.0,0.0,63.3,0.0,0.0,other
34,โฉนด,1198,1436,1432.0,01A019,0.0,0.0,29.3,0.0,0.0,29.3,0.0,0.0,other
35,โฉนด,29662,1438,3673.0,01A019/001,0.0,0.0,21.8,0.0,0.0,21.8,0.0,0.0,other
36,โฉนด,2000,1435,1429.0,01A020,0.0,1.0,57.9,0.0,0.0,0.0,0.0,157.9,misc
37,โฉนด,11766,1419,2586.0,01A021,0.0,0.0,99.2,0.0,0.0,99.2,0.0,0.0,other
38,โฉนด,11765,1418,2585.0,01A022,0.0,1.0,7.2,0.0,0.0,107.2,0.0,0.0,other
39,โฉนด,1315,1417,1423.0,01A023,0.0,1.0,82.9,0.0,182.9,0.0,0.0,0.0,living
40,โฉนด,1998,1416,1422.0,01A024,0.0,0.0,94.5,0.0,94.5,0.0,0.0,0.0,living
41,โฉนด,1992,1415,1421.0,01A025,0.0,1.0,4.1,0.0,104.1,0.0,0.0,0.0,living
42,โฉนด,1346,1413,1419.0,01A026,0.0,1.0,43.2,0.0,127.5,15.75,0.0,0.0,living
43,โฉนด,70207,1,4360.0,01A026/001,0.0,0.0,33.3,0.0,33.3,0.0,0.0,0.0,living
44,โฉนด,2036,1414,1420.0,01A027,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
45,โฉนด,146920,1777,6581.0,01A027/001,0.0,0.0,35.9,35.9,0.0,0.0,0.0,0.0,agriculture
46,โฉนด,10703,1412,2448.0,01A028,0.0,1.0,58.9,0.0,158.9,0.0,0.0,0.0,living
47,โฉนด,1289,541,1418.0,01A029,0.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,living
48,โฉนด,133139,1716,5885.0,01A029/001,0.0,0.0,66.1,0.0,66.1,0.0,0.0,0.0,living
49,โฉนด,10674,542,2449.0,01A030,0.0,1.0,29.9,0.0,129.9,0.0,0.0,0.0,living
50,โฉนด,2009,1426,1428.0,01A031,0.0,0.0,85.3,0.0,85.3,0.0,0.0,0.0,living
51,โฉนด,2010,1427,1738.0,01A032,0.0,0.0,81.4,0.0,81.4,0.0,0.0,0.0,living
52,โฉนด,1372,1433,5392.0,01A033,0.0,0.0,84.8,0.0,70.8,14.0,0.0,0.0,living
53,โฉนด,1342,1428,1426.0,01A034,0.0,0.0,87.7,0.0,87.7,0.0,0.0,0.0,living
54,โฉนด,2656,1430,1850.0,01A035,0.0,0.0,43.8,0.0,43.8,0.0,0.0,0.0,living
55,โฉนด,18868,1432,3046.0,01A036,0.0,0.0,24.2,0.0,24.2,0.0,0.0,0.0,living
56,โฉนด,63835,30,4119.0,01A036/001,0.0,0.0,21.9,0.0,0.0,3.0,0.0,18.9,other
57,โฉนด,63834,29,4118.0,01A036/002,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,misc
58,โฉนด,25211,1429,3284.0,01A037,0.0,0.0,42.6,0.0,42.6,0.0,0.0,0.0,living
59,โฉนด,18867,1431,3045.0,01A038,0.0,0.0,63.2,0.0,63.2,0.0,0.0,0.0,living
60,โฉนด,66359,534,4189.0,01A039,0.0,0.0,86.8,0.0,0.0,86.8,0.0,0.0,other
61,โฉนด,66356,531,4186.0,01A039/001,0.0,0.0,33.8,0.0,0.0,33.8,0.0,0.0,other
62,โฉนด,66357,532,4187.0,01A039/002,0.0,0.0,22.6,0.0,0.0,22.6,0.0,0.0,other
63,โฉนด,66358,533,4188.0,01A039/003,0.0,0.0,21.5,0.0,0.0,21.5,0.0,0.0,other
64,โฉนด,1150,543,1577.0,01A039/004,0.0,0.0,77.2,0.0,0.0,15.0,0.0,62.2,other
65,โฉนด,1176,1310,156.0,01A040,0.0,2.0,46.2,0.0,246.2,0.0,0.0,0.0,living
66,โฉนด,69706,1714,7338.0,01A040/001,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
67,โฉนด,71939,1719,7524.0,01A040/002,0.0,0.0,47.6,0.0,47.6,0.0,0.0,0.0,living
68,โฉนด,1177,1311,155.0,01A041,0.0,1.0,59.1,0.0,159.1,0.0,0.0,0.0,living
70,โฉนด,1923,1313,6301.0,01A043,0.0,0.0,89.1,0.0,89.1,0.0,0.0,0.0,living
71,โฉนด,1184,1315,152.0,01A044,0.0,2.0,69.8,0.0,269.8,0.0,0.0,0.0,living
72,โฉนด,94572,1705,10543.0,01A044/001,0.0,0.0,90.7,0.0,90.7,0.0,0.0,0.0,living
73,โฉนด,72196,13,4403.0,01A044/002,0.0,0.0,84.1,84.1,0.0,0.0,0.0,0.0,agriculture
74,โฉนด,1180,1316,151.0,01A045,0.0,1.0,0.5,0.0,100.5,0.0,0.0,0.0,living
75,โฉนด,1148,1317,5953.0,01A046,0.0,0.0,38.8,0.0,0.0,0.0,0.0,38.8,misc
76,โฉนด,139346,1738,6255.0,01A046/001,0.0,0.0,19.9,0.0,0.0,0.0,0.0,19.9,misc
77,โฉนด,139347,1739,6256.0,01A046/002,0.0,0.0,19.8,0.0,0.0,0.0,0.0,19.8,misc
78,โฉนด,139348,1740,6257.0,01A046/003,0.0,0.0,19.7,0.0,0.0,0.0,0.0,19.7,misc
79,โฉนด,139354,1741,6261.0,01A046/004,0.0,0.0,19.6,0.0,0.0,0.0,0.0,19.6,misc
80,โฉนด,138962,1725,3213.0,01A046/005,0.0,0.0,19.6,0.0,0.0,0.0,0.0,19.6,misc
81,โฉนด,139342,1735,6251.0,01A046/006,0.0,0.0,20.2,0.0,0.0,0.0,0.0,20.2,misc
82,โฉนด,139343,1736,6252.0,01A046/007,0.0,0.0,206.0,0.0,0.0,0.0,0.0,206.0,misc
83,โฉนด,139344,1737,6253.0,01A046/008,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,misc
84,โฉนด,138961,1724,3212.0,01A046/009,0.0,0.0,42.3,0.0,0.0,0.0,0.0,42.3,misc
85,โฉนด,15563,1314,3214.0,01A047,0.0,1.0,151.8,0.0,151.8,0.0,0.0,0.0,living
86,โฉนด,8836,232,2363.0,01B001,0.0,0.0,84.4,0.0,82.5,1.88,0.0,0.0,living
87,โฉนด,8835,547,2362.0,01B002,0.0,0.0,84.3,0.0,84.3,0.0,0.0,0.0,living
88,โฉนด,8834,546,2361.0,01B003,0.0,0.0,83.3,0.0,83.3,0.0,0.0,0.0,living
89,โฉนด,1646,545,1416.0,01B004,0.0,1.0,19.1,0.0,119.1,0.0,0.0,0.0,living
90,โฉนด,1790,544,1417.0,01B005,0.0,1.0,24.2,0.0,98.0,26.25,0.0,0.0,living
91,โฉนด,1912,233,1415.0,01B006,0.0,1.0,52.6,0.0,152.6,0.0,0.0,0.0,living
92,โฉนด,8837,548,2364.0,01B007,0.0,0.0,63.4,0.0,63.4,0.0,0.0,0.0,living
93,โฉนด,107981,53,5048.0,01B007/001,0.0,0.0,63.3,0.0,63.3,0.0,0.0,0.0,living
94,โฉนด,1906,549,1414.0,01B008,0.0,0.0,89.7,0.0,89.7,0.0,0.0,0.0,living
95,โฉนด,1104,550,1443.0,01B009,0.0,3.0,24.3,0.0,324.3,0.0,0.0,0.0,living
96,โฉนด,2342,234,1413.0,01B010,0.0,0.0,89.5,0.0,89.5,0.0,0.0,0.0,living
97,โฉนด,112916,27,5058.0,01B010/001,0.0,0.0,83.4,0.0,83.4,0.0,0.0,0.0,living
98,โฉนด,112915,26,5057.0,01B010/002,0.0,0.0,6.1,6.1,0.0,0.0,0.0,0.0,agriculture
99,โฉนด,7218,551,2099.0,01B011,0.0,0.0,59.9,0.0,59.9,0.0,0.0,0.0,living
100,โฉนด,2214,235,1412.0,01B012,0.0,2.0,4.6,0.0,204.6,0.0,0.0,0.0,living
101,โฉนด,2339,552,1669.0,01B013,0.0,0.0,37.2,0.0,37.2,0.0,0.0,0.0,living
102,โฉนด,1484,236,1411.0,01B014,0.0,3.0,47.1,0.0,347.1,0.0,0.0,0.0,living
103,โฉนด,2333,238,1407.0,01B015,0.0,1.0,14.7,0.0,114.7,0.0,0.0,0.0,living
104,โฉนด,86747,33,4767.0,01B015/001,0.0,1.0,14.6,0.0,114.6,0.0,0.0,0.0,living
105,โฉนด,1477,237,1408.0,01B016,0.0,1.0,2.6,0.0,102.6,0.0,0.0,0.0,living
106,โฉนด,1662,553,1410.0,01B017,0.0,0.0,87.4,0.0,57.71,29.69,0.0,0.0,living
107,โฉนด,18679,239,3030.0,01B018,0.0,0.0,72.7,0.0,72.7,0.0,0.0,0.0,living
108,โฉนด,86746,32,4766.0,01B018/001,0.0,0.0,28.4,0.0,28.4,0.0,0.0,0.0,living
109,โฉนด,2296,240,1409.0,01B020,0.0,0.0,30.3,0.0,30.3,0.0,0.0,0.0,living
110,โฉนด,1287,244,1406.0,01B021,0.0,2.0,58.7,0.0,258.7,0.0,0.0,0.0,living
111,โฉนด,25302,241,3308.0,01B022,0.0,0.0,34.5,0.0,34.5,0.0,0.0,0.0,living
112,โฉนด,25303,242,3309.0,01B023,0.0,0.0,14.9,0.0,14.9,0.0,0.0,0.0,living
113,โฉนด,2004,243,1405.0,01B024,0.0,0.0,24.1,0.0,24.1,0.0,0.0,0.0,living
114,โฉนด,1213,246,1403.0,01B025,0.0,0.0,94.8,0.0,94.8,0.0,0.0,0.0,living
115,โฉนด,50767,247,3917.0,01B025/001,0.0,0.0,97.4,0.0,79.9,17.5,0.0,0.0,living
116,โฉนด,1286,245,1404.0,01B026,0.0,0.0,52.8,0.0,34.8,18.0,0.0,0.0,living
117,โฉนด,1212,293,1402.0,01B027,0.0,1.0,34.4,0.0,134.4,0.0,0.0,0.0,living
118,โฉนด,1209,294,1401.0,01B028,0.0,1.0,6.7,0.0,106.7,0.0,0.0,0.0,living
119,โฉนด,1965,295,1761.0,01B029,0.0,0.0,67.2,0.0,67.2,0.0,0.0,0.0,living
120,โฉนด,1333,296,1400.0,01B030,0.0,0.0,81.1,0.0,72.1,9.0,0.0,0.0,living
121,โฉนด,1900,297,1399.0,01B031,0.0,0.0,65.4,0.0,0.0,0.0,0.0,65.4,misc
122,โฉนด,1159,291,1396.0,01B032,0.0,2.0,73.4,0.0,273.4,0.0,0.0,0.0,living
123,โฉนด,2313,292,1397.0,01B033,0.0,0.0,67.1,67.1,0.0,0.0,0.0,0.0,agriculture
124,โฉนด,3143,298,2025.0,01B034,0.0,0.0,85.0,0.0,0.0,35.4,0.0,49.6,other
125,โฉนด,1118,299,1398.0,01B035,0.0,0.0,77.8,0.0,77.8,0.0,0.0,0.0,living
126,โฉนด,1105,290,1395.0,01B036,0.0,0.0,39.1,0.0,39.1,0.0,0.0,0.0,living
127,โฉนด,2743,287,1394.0,01B037,0.0,2.0,10.3,0.0,210.3,0.0,0.0,0.0,living
128,โฉนด,2822,288,1883.0,01B038,0.0,1.0,32.8,0.0,132.8,0.0,0.0,0.0,living
129,โฉนด,2823,289,1884.0,01B039,0.0,1.0,37.0,137.0,0.0,0.0,0.0,0.0,agriculture
130,โฉนด,1106,300,1393.0,01B040,0.0,0.0,78.5,0.0,78.5,0.0,0.0,0.0,living
131,โฉนด,1155,302,1392.0,01B041,0.0,0.0,49.3,0.0,0.0,49.3,0.0,0.0,other
132,โฉนด,7774,301,2076.0,01B041/001,0.0,0.0,48.2,0.0,0.0,48.2,0.0,0.0,other
133,โฉนด,1115,303,1391.0,01B042,0.0,1.0,49.4,0.0,0.0,0.0,149.4,0.0,wasteland
134,โฉนด,6980,304,2094.0,01B043,0.0,1.0,40.5,0.0,140.5,0.0,0.0,0.0,living
135,โฉนด,1976,305,1390.0,01B044,0.0,2.0,34.3,234.3,0.0,0.0,0.0,0.0,agriculture
136,โฉนด,73936,12,4435.0,01B044/001,0.0,0.0,95.4,0.0,95.4,0.0,0.0,0.0,living
137,โฉนด,19205,310,3082.0,01B045,0.0,0.0,56.0,0.0,0.0,0.0,0.0,56.0,misc
138,โฉนด,19206,309,3083.0,01B046,0.0,0.0,25.2,0.0,0.0,0.0,0.0,25.2,misc
139,โฉนด,19207,308,3084.0,01B047,0.0,5.0,54.4,0.0,0.0,0.0,0.0,554.4,misc
142,โฉนด,1347,318,1388.0,01C001,0.0,3.0,63.3,0.0,346.3,17.0,0.0,0.0,living
143,โฉนด,1418,317,1387.0,01C002,0.0,0.0,99.6,0.0,99.6,0.0,0.0,0.0,living
144,โฉนด,1915,316,1386.0,01C003,0.0,0.0,95.2,0.0,95.2,0.0,0.0,0.0,living
145,โฉนด,1325,319,1384.0,01C004,0.0,3.0,11.1,311.1,0.0,0.0,0.0,0.0,agriculture
146,โฉนด,28335,530,823.0,01C004/001,0.0,0.0,80.5,0.0,80.5,0.0,0.0,0.0,living
147,โฉนด,28912,320,3589.0,01C004/002,0.0,1.0,26.4,0.0,126.4,0.0,0.0,0.0,living
148,โฉนด,87179,34,4790.0,01C004/003,0.0,0.0,80.2,0.0,80.2,0.0,0.0,0.0,living
149,โฉนด,87180,35,4791.0,01C004/004,0.0,0.0,14.2,14.2,0.0,0.0,0.0,0.0,agriculture
150,โฉนด,21010,315,3141.0,01C005,0.0,1.0,54.2,0.0,0.0,154.2,0.0,0.0,other
151,โฉนด,1385,350,1385.0,01C006,0.0,2.0,47.7,0.0,0.0,247.7,0.0,0.0,other
152,โฉนด,24832,338,3240.0,01C007,0.0,1.0,37.3,0.0,137.3,0.0,0.0,0.0,living
153,โฉนด,1321,339,1380.0,01C008,0.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,agriculture
154,โฉนด,24833,340,3241.0,01C009,0.0,0.0,68.7,0.0,68.7,0.0,0.0,0.0,living
155,โฉนด,1257,343,1381.0,01C010,0.0,2.0,1.6,0.0,201.6,0.0,0.0,0.0,living
156,โฉนด,1266,344,1382.0,01C011,0.0,1.0,50.8,0.0,150.8,0.0,0.0,0.0,living
157,โฉนด,19275,349,3088.0,01C012,0.0,0.0,36.7,0.0,36.7,0.0,0.0,0.0,living
158,โฉนด,19274,348,3087.0,01C013,0.0,0.0,39.1,0.0,0.0,0.0,0.0,39.1,misc
159,โฉนด,1169,347,1383.0,01C014,0.0,1.0,49.5,0.0,0.0,35.75,0.0,113.8,other
160,โฉนด,1264,341,1379.0,01C015,0.0,2.0,61.3,0.0,0.0,261.3,0.0,0.0,other
161,โฉนด,1265,342,1378.0,01C016,0.0,1.0,47.2,0.0,147.2,0.0,0.0,0.0,living
162,โฉนด,1267,345,1377.0,01C017,0.0,2.0,6.9,0.0,206.9,0.0,0.0,0.0,living
163,โฉนด,1294,346,1376.0,01C018,0.0,0.0,55.8,0.0,0.0,55.8,0.0,0.0,other
164,โฉนด,1272,357,1375.0,01C019,0.0,1.0,49.5,149.5,0.0,0.0,0.0,0.0,agriculture
165,โฉนด,66789,2561,4279.0,01C019/001,0.0,0.0,74.2,0.0,74.2,0.0,0.0,0.0,living
166,โฉนด,66790,2562,4280.0,01C019/002,0.0,0.0,51.7,51.7,0.0,0.0,0.0,0.0,agriculture
167,โฉนด,99272,44,4969.0,01C019/003,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
168,โฉนด,144100,472,6509.0,01C019/004,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,living
169,โฉนด,1501,353,1373.0,01C020,0.0,2.0,16.6,0.0,0.0,16.0,0.0,200.6,other
170,โฉนด,1273,356,1374.0,01C021,0.0,1.0,73.6,173.6,0.0,0.0,0.0,0.0,agriculture
171,โฉนด,2699,360,1864.0,01C022,0.0,3.0,29.0,0.0,0.0,100.0,0.0,229.0,other
172,โฉนด,2700,359,1865.0,01C023,0.0,3.0,34.8,0.0,334.8,0.0,0.0,0.0,living
173,โฉนด,10538,358,2432.0,01C024,0.0,1.0,93.4,193.4,0.0,0.0,0.0,0.0,agriculture
174,โฉนด,2701,355,1866.0,01C025,0.0,1.0,42.7,142.7,0.0,0.0,0.0,0.0,agriculture
175,โฉนด,3163,354,2012.0,01C026,0.0,1.0,15.0,0.0,0.0,115.0,0.0,0.0,other
176,โฉนด,1137,396,1372.0,01C027,1.0,0.0,5.7,0.0,74.8,330.9,0.0,0.0,living
177,โฉนด,1326,397,1371.0,01C028,0.0,1.0,59.41,0.0,159.4,0.0,0.0,0.0,living
178,โฉนด,10921,398,2518.0,01C029,0.0,1.0,27.3,0.0,118.6,8.75,0.0,0.0,living
179,โฉนด,7109,399,2096.0,01C030,0.0,0.0,65.7,0.0,65.7,0.0,0.0,0.0,living
180,โฉนด,1300,400,1370.0,01C031,0.0,3.0,4.0,0.0,270.0,34.0,0.0,0.0,living
181,โฉนด,140261,462,6303.0,01C031/001,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,living
182,โฉนด,2075,616,1369.0,01C032,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,living
183,โฉนด,139335,460,6246.0,01C032/001,0.0,0.0,17.7,0.0,17.7,0.0,0.0,0.0,living
184,โฉนด,139338,861,6249.0,01C032/002,0.0,0.0,29.7,0.0,29.7,0.0,0.0,0.0,living
185,โฉนด,139337,860,6248.0,01C032/003,0.0,0.0,31.5,0.0,31.5,0.0,0.0,0.0,living
187,โฉนด,1270,394,1368.0,01C033,0.0,1.0,31.7,0.0,131.7,0.0,0.0,0.0,living
188,โฉนด,1738,393,1367.0,01C034,0.0,1.0,77.6,0.0,0.0,177.6,0.0,0.0,other
189,โฉนด,1797,392,1363.0,01C035,0.0,3.0,74.9,0.0,374.9,0.0,0.0,0.0,living
190,โฉนด,26928,395,3492.0,01C035/001,1.0,0.0,98.0,0.0,498.0,0.0,0.0,0.0,living
191,โฉนด,69668,1,4359.0,01C035/002,0.0,0.0,61.7,0.0,61.7,0.0,0.0,0.0,living
193,โฉนด,1306,614,1365.0,01C037,0.0,1.0,66.3,0.0,166.3,0.0,0.0,0.0,living
194,โฉนด,1305,615,1366.0,01C038,0.0,2.0,37.5,0.0,154.5,83.0,0.0,0.0,living
195,โฉนด,1307,391,1358.0,01C039,0.0,1.0,59.8,0.0,159.8,0.0,0.0,0.0,living
198,โฉนด,8713,597,2349.0,01C042,0.0,1.0,32.8,0.0,132.8,0.0,0.0,0.0,living
199,โฉนด,26110,390,3409.0,01C042/001,0.0,0.0,13.4,0.0,13.4,0.0,0.0,0.0,living
200,โฉนด,2217,600,1354.0,01C043,0.0,1.0,14.3,0.0,114.3,0.0,0.0,0.0,living
201,โฉนด,7327,599,2107.0,01C043/001,0.0,0.0,57.1,0.0,57.1,0.0,0.0,0.0,living
202,โฉนด,2220,604,1356.0,01C044,0.0,1.0,54.4,0.0,154.4,0.0,0.0,0.0,living
203,โฉนด,1338,608,1359.0,01C045,0.0,0.0,99.9,0.0,99.9,0.0,0.0,0.0,living
204,โฉนด,2697,606,1861.0,01C046,0.0,0.0,54.8,0.0,54.8,0.0,0.0,0.0,living
205,โฉนด,2698,607,1862.0,01C047,0.0,0.0,54.9,0.0,54.9,0.0,0.0,0.0,living
206,โฉนด,1660,611,1361.0,01C048,0.0,2.0,38.5,0.0,238.5,0.0,0.0,0.0,living
207,โฉนด,1206,612,1364.0,01C049,0.0,2.0,85.0,0.0,252.7,0.0,0.0,32.3,living
208,โฉนด,2653,596,1352.0,01C050,0.0,1.0,77.3,0.0,147.3,30.0,0.0,0.0,living
210,โฉนด,29059,601,3590.0,01C051/001,0.0,0.0,77.0,0.0,77.0,0.0,0.0,0.0,living
211,โฉนด,2219,603,1355.0,01C052,0.0,0.0,98.9,0.0,98.9,0.0,0.0,0.0,living
212,โฉนด,2696,609,1863.0,01C053,0.0,0.0,78.8,0.0,78.8,0.0,0.0,0.0,living
213,โฉนด,1760,610,1360.0,01C054,0.0,3.0,11.2,0.0,311.2,0.0,0.0,0.0,living
214,โฉนด,1561,656,1345.0,01D001,0.0,3.0,29.3,0.0,329.3,0.0,0.0,0.0,living
215,โฉนด,26062,655,3384.0,01D001/001,0.0,1.0,23.6,0.0,117.6,6.0,0.0,0.0,living
216,โฉนด,26061,653,3383.0,01D001/002,0.0,1.0,86.5,0.0,182.5,4.0,0.0,0.0,living
217,โฉนด,26060,652,3382.0,01D001/003,0.0,1.0,80.8,0.0,100.0,80.8,0.0,0.0,living
218,โฉนด,26059,650,3381.0,01D001/004,0.0,0.0,97.5,0.0,82.5,15.0,0.0,0.0,living
219,โฉนด,11541,654,3648.0,01D001/005,0.0,0.0,38.9,0.0,0.0,38.9,0.0,0.0,other
220,โฉนด,67537,2530,4324.0,01D001/006,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,agriculture
221,โฉนด,92930,31,4870.0,01D001/007,0.0,0.0,67.7,0.0,67.7,0.0,0.0,0.0,living
222,โฉนด,4032,648,2030.0,01D002,0.0,1.0,14.7,0.0,4.0,110.7,0.0,0.0,living
223,โฉนด,1031,646,1351.0,01D003,0.0,0.0,50.8,0.0,0.0,6.8,0.0,44.1,other
224,โฉนด,1253,649,1350.0,01D004,0.0,1.0,82.8,0.0,182.8,0.0,0.0,0.0,living
225,โฉนด,1166,651,1349.0,01D005,0.0,1.0,15.2,0.0,0.0,0.0,0.0,115.2,misc
226,โฉนด,1088,661,1348.0,01D006,0.0,1.0,80.8,0.0,0.0,180.8,0.0,0.0,other
227,โฉนด,1165,660,1346.0,01D007,0.0,0.0,80.7,0.0,0.0,80.7,0.0,0.0,other
228,โฉนด,1049,662,1347.0,01D008,0.0,1.0,47.2,0.0,99.2,48.0,0.0,0.0,living
229,โฉนด,1635,657,1341.0,01D009,0.0,1.0,51.9,0.0,151.9,0.0,0.0,0.0,living
230,โฉนด,1101,659,1344.0,01D011,0.0,2.0,56.1,0.0,0.0,256.1,0.0,0.0,other
231,โฉนด,1958,663,1342.0,01D012,0.0,2.0,18.9,0.0,180.9,38.0,0.0,0.0,living
232,โฉนด,1036,664,1340.0,01D013,0.0,0.0,84.6,0.0,84.6,0.0,0.0,0.0,living
233,โฉนด,1557,666,1339.0,01D014,0.0,1.0,19.0,0.0,119.0,0.0,0.0,0.0,living
234,โฉนด,62455,53,4105.0,01D014/001,0.0,3.0,51.9,0.0,0.0,351.9,0.0,0.0,other
235,โฉนด,147146,862,6586.0,01D014/002,0.0,1.0,46.2,0.0,146.2,0.0,0.0,0.0,living
236,โฉนด,147147,863,6587.0,01D014/003,0.0,0.0,48.8,0.0,48.8,0.0,0.0,0.0,living
237,โฉนด,147148,864,6588.0,01D014/004,0.0,1.0,76.3,0.0,176.3,0.0,0.0,0.0,living
238,โฉนด,147149,865,6589.0,01D014/005,0.0,0.0,66.9,0.0,66.9,0.0,0.0,0.0,living
239,โฉนด,147150,866,6590.0,01D014/006,0.0,1.0,12.1,0.0,0.0,0.0,112.1,0.0,wasteland
240,โฉนด,1404,665,1338.0,01D015,0.0,2.0,88.5,0.0,260.9,27.6,0.0,0.0,living
241,โฉนด,1022,695,1087.0,01D016,0.0,1.0,63.2,0.0,163.2,0.0,0.0,0.0,living
242,โฉนด,67066,2581,4284.0,01D016/001,0.0,0.0,81.6,81.6,0.0,0.0,0.0,0.0,agriculture
243,โฉนด,67065,2580,4283.0,01D016/002,0.0,0.0,81.6,0.0,81.6,0.0,0.0,0.0,living
244,โฉนด,67064,2579,4282.0,01D016/003,0.0,0.0,81.6,0.0,81.6,0.0,0.0,0.0,living
245,โฉนด,67067,2582,4285.0,01D016/004,0.0,0.0,30.5,0.0,30.5,0.0,0.0,0.0,living
246,โฉนด,1021,701,1093.0,01D017,0.0,2.0,52.1,0.0,247.6,4.5,0.0,0.0,living
247,โฉนด,29732,708,3685.0,01D017/001,0.0,0.0,16.3,0.0,0.0,16.3,0.0,0.0,other
248,โฉนด,29731,707,3684.0,01D017/002,0.0,0.0,16.1,0.0,0.0,16.1,0.0,0.0,other
249,โฉนด,29730,706,3683.0,01D017/003,0.0,0.0,16.1,0.0,0.0,0.0,0.0,16.1,misc
250,โฉนด,29729,705,3682.0,01D017/004,0.0,0.0,16.2,0.0,0.0,0.0,0.0,16.2,misc
