order,type,document_number,parcel_number,sub_district_no,location_id,rai,ngan,tarang_wa,usage_agriculture,usage_living,usage_other,usage_none,usage_misc,type_of_usage
51,โฉนด,63835,30,4119.0,01A036/001,0.0,0.0,21.9,0.0,0.0,21.9,0.0,0.0,other
52,โฉนด,63834,29,4118.0,01A036/002,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,other
53,โฉนด,25211,1429,3284.0,01A037,0.0,0.0,42.6,0.0,0.0,42.6,0.0,0.0,other
54,โฉนด,18867,1431,3045.0,01A038,0.0,0.0,63.2,0.0,63.2,0.0,0.0,0.0,living
55,โฉนด,66359,534,4189.0,01A039,0.0,0.0,86.8,0.0,0.0,86.8,0.0,0.0,other
56,โฉนด,66356,531,4186.0,01A039/001,0.0,0.0,33.8,0.0,0.0,33.8,0.0,0.0,other
57,โฉนด,66357,532,4187.0,01A039/002,0.0,0.0,22.6,0.0,0.0,22.6,0.0,0.0,other
58,โฉนด,66358,533,4188.0,01A039/003,0.0,0.0,21.5,0.0,0.0,21.5,0.0,0.0,other
59,โฉนด,1150,543,1577.0,01A039/004,0.0,0.0,77.2,0.0,0.0,77.2,0.0,0.0,other
60,โฉนด,1176,1310,156.0,01A040,0.0,2.0,46.2,0.0,197.2,49.0,0.0,0.0,living
61,โฉนด,89706,1,7338.0,01A040/001,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
62,โฉนด,71939,1719,7524.0,01A040/002,0.0,0.0,47.6,0.0,47.6,0.0,0.0,0.0,living
63,โฉนด,1177,1311,155.0,01A041,0.0,1.0,59.1,0.0,0.0,159.1,0.0,0.0,other
64,โฉนด,2056,1312,731.0,01A042,0.0,0.0,41.1,0.0,0.0,41.1,0.0,0.0,other
65,โฉนด,1923,1313,6301.0,01A043,0.0,0.0,89.1,0.0,89.1,0.0,0.0,0.0,living
66,โฉนด,1184,1315,152.0,01A044,0.0,2.0,69.8,0.0,0.0,269.8,0.0,0.0,other
67,โฉนด,94572,1705,10543.0,01A044/001,0.0,0.0,90.7,0.0,90.7,0.0,0.0,0.0,living
68,โฉนด,72196,1411,-,01A044/002,0.0,0.0,84.1,84.1,0.0,0.0,0.0,0.0,agriculture
69,โฉนด,1180,1316,151.0,01A045,0.0,1.0,0.05,0.0,0.0,100.1,0.0,0.0,other
70,โฉนด,1148,1317,5953.0,01A046,0.0,0.0,38.8,0.0,38.8,0.0,0.0,0.0,living
71,โฉนด,139346,1738,6255.0,01A046/001,0.0,0.0,19.9,0.0,0.0,19.9,0.0,0.0,other
72,โฉนด,139347,1739,6256.0,01A046/002,0.0,0.0,19.8,0.0,0.0,19.8,0.0,0.0,other
73,โฉนด,139348,1740,6257.0,01A046/003,0.0,0.0,19.7,0.0,0.0,19.7,0.0,0.0,other
74,โฉนด,139354,1741,6261.0,01A046/004,0.0,0.0,19.6,0.0,0.0,19.6,0.0,0.0,other
75,โฉนด,138962,1725,3213.0,01A046/005,0.0,0.0,19.6,0.0,0.0,19.6,0.0,0.0,other
76,โฉนด,139342,1735,6251.0,01A046/006,0.0,0.0,20.2,0.0,0.0,20.2,0.0,0.0,other
77,โฉนด,139343,1736,6252.0,01A046/007,0.0,0.0,206.0,0.0,0.0,206.0,0.0,0.0,other
78,โฉนด,139344,1737,6253.0,01A046/008,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,other
79,โฉนด,138961,1724,3212.0,01A046/009,0.0,0.0,42.3,0.0,0.0,42.3,0.0,0.0,other
80,โฉนด,15563,1314,3214.0,01A047,0.0,1.0,151.8,0.0,151.8,0.0,0.0,0.0,living
81,โฉนด,8836,232,2363.0,01B001,0.0,0.0,84.4,0.0,0.0,84.4,0.0,0.0,other
82,โฉนด,8835,547,2362.0,01B002,0.0,0.0,84.3,0.0,0.0,84.3,0.0,0.0,other
83,โฉนด,8834,546,2361.0,01B003,0.0,0.0,83.3,0.0,83.3,0.0,0.0,0.0,living
84,โฉนด,1646,545,1416.0,01B004,0.0,1.0,19.1,0.0,119.1,0.0,0.0,0.0,living
85,โฉนด,1790,544,1417.0,01B005,0.0,1.0,24.2,0.0,76.1,48.13,0.0,0.0,living
86,โฉนด,1912,233,1415.0,01B006,0.0,1.0,152.6,0.0,152.6,0.0,0.0,0.0,living
87,โฉนด,8837,548,2364.0,01B007,0.0,0.0,63.4,0.0,0.0,63.4,0.0,0.0,other
88,โฉนด,107981,53,5048.0,01B007/001,0.0,0.0,63.3,0.0,0.0,63.3,0.0,0.0,other
89,โฉนด,1906,549,1414.0,01B008,0.0,0.0,89.7,0.0,0.0,89.7,0.0,0.0,other
90,โฉนด,1104,550,1443.0,01B009,0.0,3.0,324.3,0.0,0.0,324.3,0.0,0.0,other
91,โฉนด,2342,234,1413.0,01B010,0.0,0.0,89.5,0.0,89.5,0.0,0.0,0.0,living
92,โฉนด,112916,27,5058.0,01B010/001,0.0,0.0,83.4,0.0,0.0,83.4,0.0,0.0,other
93,โฉนด,112915,26,5057.0,01B010/002,0.0,0.0,6.1,0.0,0.0,0.0,6.1,0.0,wasteland
94,โฉนด,7218,551,2099.0,01B011,0.0,0.0,59.9,0.0,59.9,0.0,0.0,0.0,living
95,โฉนด,2214,235,1412.0,01B012,0.0,2.0,4.6,0.0,204.6,0.0,0.0,0.0,living
96,โฉนด,2339,552,1669.0,01B013,0.0,0.0,37.2,0.0,0.0,37.2,0.0,0.0,other
97,โฉนด,1484,236,1411.0,01B014,0.0,3.0,47.1,0.0,347.1,0.0,0.0,0.0,living
98,โฉนด,2333,238,1407.0,01B015,0.0,1.0,14.7,0.0,0.0,0.0,114.7,0.0,wasteland
99,โฉนด,86747,33,4767.0,01B015/001,0.0,1.0,14.6,0.0,114.6,0.0,0.0,0.0,living
100,โฉนด,1477,237,1408.0,01B016,0.0,1.0,2.6,0.0,0.0,102.6,0.0,0.0,other
101,โฉนด,1662,553,1410.0,01B017,0.0,0.0,87.4,0.0,0.0,87.4,0.0,0.0,other
102,โฉนด,18679,239,3030.0,01B018,0.0,0.0,72.7,0.0,72.7,0.0,0.0,0.0,living
103,โฉนด,86746,32,4766.0,01B018/001,0.0,0.0,28.4,0.0,28.4,0.0,0.0,0.0,living
104,โฉนด,2296,240,1409.0,01B020,0.0,0.0,30.3,0.0,30.3,0.0,0.0,0.0,living
105,โฉนด,1287,244,1406.0,01B021,0.0,2.0,58.7,0.0,258.7,0.0,0.0,0.0,living
106,โฉนด,25302,241,3308.0,01B022,0.0,0.0,34.5,0.0,0.0,34.5,0.0,0.0,other
107,โฉนด,25303,242,3309.0,01B023,0.0,0.0,14.9,0.0,0.0,14.9,0.0,0.0,other
108,โฉนด,2004,243,1405.0,01B024,0.0,0.0,24.1,0.0,0.0,24.1,0.0,0.0,other
109,โฉนด,1213,246,1403.0,01B025,0.0,0.0,94.8,0.0,94.8,0.0,0.0,0.0,living
110,โฉนด,50767,247,3917.0,01B025/001,0.0,0.0,97.4,0.0,0.0,97.4,0.0,0.0,other
111,โฉนด,1286,245,1404.0,01B026,0.0,0.0,52.8,0.0,0.0,52.8,0.0,0.0,other
112,โฉนด,1212,293,1402.0,01B027,0.0,1.0,34.4,0.0,134.4,0.0,0.0,0.0,living
113,โฉนด,1209,294,1401.0,01B028,0.0,1.0,6.7,0.0,0.0,106.7,0.0,0.0,other
114,โฉนด,1965,295,1761.0,01B029,0.0,0.0,67.2,0.0,0.0,67.2,0.0,0.0,other
115,โฉนด,1333,296,1400.0,01B030,0.0,0.0,81.1,0.0,72.1,9.0,0.0,0.0,living
116,โฉนด,1900,297,1399.0,01B031,0.0,0.0,65.4,0.0,0.0,65.4,0.0,0.0,other
117,โฉนด,1159,291,1396.0,01B032,0.0,2.0,73.4,0.0,236.7,36.75,0.0,0.0,living
118,โฉนด,2313,292,1397.0,01B033,0.0,0.0,67.1,0.0,0.0,0.0,67.1,0.0,wasteland
119,โฉนด,3143,298,2025.0,01B034,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,other
120,โฉนด,1118,299,1398.0,01B035,0.0,0.0,77.8,0.0,0.0,77.8,0.0,0.0,other
121,โฉนด,1105,290,1395.0,01B036,0.0,0.0,39.1,0.0,39.1,0.0,0.0,0.0,living
122,โฉนด,2743,287,1394.0,01B037,0.0,2.0,10.3,0.0,0.0,210.3,0.0,0.0,other
123,โฉนด,2822,288,1883.0,01B038,0.0,1.0,32.8,0.0,0.0,132.8,0.0,0.0,other
124,โฉนด,2823,289,1884.0,01B039,0.0,1.0,33.0,133.0,0.0,0.0,0.0,0.0,agriculture
125,โฉนด,1106,300,1393.0,01B040,0.0,0.0,78.5,0.0,0.0,78.5,0.0,0.0,other
126,โฉนด,1155,302,1392.0,01B041,0.0,0.0,49.3,0.0,0.0,49.3,0.0,0.0,other
127,โฉนด,7774,301,2076.0,01B041/001,0.0,0.0,48.2,0.0,0.0,48.2,0.0,0.0,other
128,โฉนด,1115,303,1391.0,01B042,0.0,1.0,49.8,0.0,0.0,149.8,0.0,0.0,other
129,โฉนด,6980,304,2094.0,01B043,0.0,1.0,40.5,0.0,0.0,140.5,0.0,0.0,other
130,โฉนด,1976,305,1390.0,01B044,0.0,2.0,34.3,234.3,0.0,0.0,0.0,0.0,agriculture
131,โฉนด,73936,12,4435.0,01B044/001,0.0,0.0,95.4,0.0,95.4,0.0,0.0,0.0,living
132,โฉนด,19205,310,3082.0,01B045,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,other
133,โฉนด,19206,309,3083.0,01B046,0.0,0.0,25.2,0.0,0.0,25.2,0.0,0.0,other
134,โฉนด,19207,308,3084.0,01B047,0.0,5.0,54.4,0.0,0.0,554.4,0.0,0.0,other
135,โฉนด,1296,307,1389.0,01B048,0.0,0.0,59.2,0.0,0.0,59.2,0.0,0.0,other
136,โฉนด,26140,306,3391.0,01B048/001,0.0,0.0,60.2,0.0,0.0,60.2,0.0,0.0,other
137,โฉนด,1347,318,1388.0,01C001,0.0,0.0,63.3,0.0,51.3,12.0,0.0,0.0,living
138,โฉนด,1418,317,1387.0,01C002,0.0,0.0,99.6,0.0,0.0,99.6,0.0,0.0,other
139,โฉนด,1915,316,1386.0,01C003,0.0,0.0,95.2,0.0,0.0,95.2,0.0,0.0,other
140,โฉนด,1325,319,1384.0,01C004,0.0,3.0,11.1,311.1,0.0,0.0,0.0,0.0,agriculture
141,โฉนด,2833,530,823.0,01C004/001,0.0,0.0,80.5,0.0,80.5,0.0,0.0,0.0,living
142,โฉนด,28912,320,3589.0,01C004/002,0.0,1.0,26.4,0.0,0.0,126.4,0.0,0.0,other
143,โฉนด,87179,34,4790.0,01C004/003,0.0,0.0,80.2,0.0,0.0,80.2,0.0,0.0,other
144,โฉนด,87180,35,4791.0,01C004/004,0.0,0.0,14.2,0.0,0.0,0.0,14.2,0.0,wasteland
145,โฉนด,21010,315,3141.0,01C005,0.0,1.0,54.2,0.0,0.0,154.2,0.0,0.0,other
146,โฉนด,1385,350,1385.0,01C006,0.0,2.0,47.7,0.0,0.0,247.7,0.0,0.0,other
147,โฉนด,24832,338,3240.0,01C007,0.0,1.0,37.3,0.0,0.0,137.3,0.0,0.0,other
148,โฉนด,1321,339,1380.0,01C008,0.0,0.0,64.0,0.0,0.0,0.0,64.0,0.0,wasteland
149,โฉนด,24833,340,3241.0,01C009,0.0,0.0,68.7,0.0,68.7,0.0,0.0,0.0,living
150,โฉนด,1257,343,1381.0,01C010,0.0,2.0,1.6,0.0,201.6,0.0,0.0,0.0,living
151,โฉนด,1266,344,1382.0,01C011,0.0,1.0,50.8,0.0,0.0,150.8,0.0,0.0,other
152,โฉนด,19275,349,3088.0,01C012,0.0,0.0,36.7,0.0,36.7,0.0,0.0,0.0,living
153,โฉนด,19274,348,3087.0,01C013,0.0,0.0,39.1,0.0,0.0,39.1,0.0,0.0,other
154,โฉนด,1169,347,1383.0,01C014,0.0,1.0,49.5,0.0,0.0,149.5,0.0,0.0,other
155,โฉนด,1264,341,1379.0,01C015,0.0,2.0,61.3,0.0,0.0,261.3,0.0,0.0,other
156,โฉนด,1265,342,1378.0,01C016,0.0,1.0,47.2,0.0,147.2,0.0,0.0,0.0,living
157,โฉนด,1267,345,1377.0,01C017,0.0,2.0,6.9,0.0,206.9,0.0,0.0,0.0,living
158,โฉนด,1294,346,1376.0,01C018,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,other
159,โฉนด,1272,357,1375.0,01C019,0.0,1.0,49.5,0.0,0.0,0.0,149.5,0.0,wasteland
160,โฉนด,66789,2561,4279.0,01C019/001,0.0,0.0,74.2,0.0,74.2,0.0,0.0,0.0,living
161,โฉนด,66790,2562,4280.0,01C019/002,0.0,0.0,51.7,51.7,0.0,0.0,0.0,0.0,agriculture
162,โฉนด,99272,44,4969.0,01C019/003,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,other
163,โฉนด,144100,472,6509.0,01C019/004,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,living
164,โฉนด,1501,353,1373.0,01C020,0.0,2.0,16.6,0.0,0.0,216.6,0.0,0.0,other
165,โฉนด,1273,356,1374.0,01C021,0.0,1.0,73.6,0.0,0.0,0.0,173.6,0.0,wasteland
166,โฉนด,2699,360,1864.0,01C022,0.0,3.0,29.0,0.0,0.0,329.0,0.0,0.0,other
167,โฉนด,2700,359,1865.0,01C023,0.0,3.0,34.8,0.0,0.0,334.8,0.0,0.0,other
168,โฉนด,10538,358,2432.0,01C024,0.0,2.0,16.6,216.6,0.0,0.0,0.0,0.0,agriculture
169,โฉนด,2701,355,1866.0,01C025,0.0,1.0,42.7,0.0,142.7,0.0,0.0,0.0,living
170,โฉนด,3163,354,2012.0,01C026,0.0,1.0,15.0,0.0,0.0,115.0,0.0,0.0,other
171,โฉนด,1137,396,1372.0,01C027,1.0,0.0,5.7,0.0,0.0,405.7,0.0,0.0,other
172,โฉนด,1326,397,1371.0,01C028,0.0,1.0,59.41,0.0,159.4,0.0,0.0,0.0,living
173,โฉนด,10921,398,2518.0,01C029,0.0,1.0,27.3,0.0,0.0,127.3,0.0,0.0,other
174,โฉนด,7109,399,2096.0,01C030,0.0,0.0,65.7,0.0,65.7,0.0,0.0,0.0,living
175,โฉนด,1300,400,1370.0,01C031,0.0,3.0,4.0,0.0,0.0,304.0,0.0,0.0,other
176,โฉนด,140261,462,6303.0,01C031/001,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,other
177,โฉนด,2075,616,1369.0,01C032,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,other
178,โฉนด,139335,460,6246.0,01C032/001,0.0,0.0,17.7,0.0,0.0,0.0,17.7,0.0,wasteland
179,โฉนด,139338,861,6249.0,01C032/002,0.0,0.0,29.7,0.0,0.0,29.7,0.0,0.0,other
180,โฉนด,139337,860,6248.0,01C032/003,0.0,0.0,31.5,0.0,0.0,31.5,0.0,0.0,other
181,โฉนด,139336,859,6247.0,01C032/004,0.0,0.0,58.3,0.0,0.0,58.3,0.0,0.0,other
182,โฉนด,1270,394,1368.0,01C033,0.0,1.0,31.7,0.0,0.0,131.7,0.0,0.0,other
183,โฉนด,1738,393,1367.0,01C034,0.0,1.0,77.6,0.0,0.0,177.6,0.0,0.0,other
184,โฉนด,1797,392,1363.0,01C035,0.0,3.0,74.9,0.0,0.0,374.9,0.0,0.0,other
185,โฉนด,26928,395,3492.0,01C035/001,1.0,0.0,98.0,0.0,498.0,0.0,0.0,0.0,living
186,โฉนด,69668,1,4359.0,01C035/002,0.0,0.0,61.7,0.0,0.0,61.7,0.0,0.0,other
187,โฉนด,1885,613,1362.0,01C036,0.0,2.0,79.1,0.0,0.0,279.1,0.0,0.0,other
188,โฉนด,1306,614,1365.0,01C037,0.0,1.0,66.3,0.0,166.3,0.0,0.0,0.0,living
189,โฉนด,1305,615,1366.0,01C038,0.0,2.0,37.5,0.0,0.0,237.5,0.0,0.0,other
190,โฉนด,1307,391,1358.0,01C039,0.0,1.0,59.8,0.0,0.0,159.8,0.0,0.0,other
191,โฉนด,3068,598,1988.0,01C040,0.0,1.0,45.4,0.0,145.4,0.0,0.0,0.0,living
192,โฉนด,2204,605,1357.0,01C041,0.0,1.0,49.2,0.0,0.0,149.2,0.0,0.0,other
193,โฉนด,8713,597,2349.0,01C042,0.0,1.0,32.8,0.0,0.0,132.8,0.0,0.0,other
194,โฉนด,26110,390,3409.0,01C042/001,0.0,0.0,13.4,0.0,13.4,0.0,0.0,0.0,living
195,โฉนด,2217,600,1354.0,01C043,0.0,1.0,14.3,0.0,0.0,114.3,0.0,0.0,other
196,โฉนด,7327,599,2107.0,01C043/001,0.0,0.0,57.1,0.0,0.0,57.1,0.0,0.0,other
197,โฉนด,2220,604,1356.0,01C044,0.0,1.0,54.4,0.0,154.4,0.0,0.0,0.0,living
198,โฉนด,1338,608,1359.0,01C045,0.0,0.0,99.9,0.0,99.9,0.0,0.0,0.0,living
199,โฉนด,2697,606,1861.0,01C046,0.0,0.0,54.8,0.0,0.0,54.8,0.0,0.0,other
200,โฉนด,2698,607,1862.0,01C047,0.0,0.0,54.9,0.0,0.0,54.9,0.0,0.0,other
201,โฉนด,1660,611,1361.0,01C048,0.0,2.0,38.5,0.0,238.5,0.0,0.0,0.0,living
202,โฉนด,1206,612,1364.0,01C049,0.0,2.0,85.0,0.0,0.0,285.0,0.0,0.0,other
203,โฉนด,2653,596,1352.0,01C050,0.0,1.0,77.3,0.0,0.0,177.3,0.0,0.0,other
204,โฉนด,2213,602,1353.0,01C051,0.0,0.0,91.4,0.0,0.0,91.4,0.0,0.0,other
205,โฉนด,29059,601,3590.0,01C051/001,0.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,other
206,โฉนด,2219,603,1355.0,01C052,0.0,0.0,98.9,0.0,0.0,98.9,0.0,0.0,other
207,โฉนด,2696,609,1863.0,01C053,0.0,0.0,78.8,0.0,0.0,78.8,0.0,0.0,other
208,โฉนด,1760,610,1360.0,01C054,0.0,3.0,11.2,0.0,0.0,311.2,0.0,0.0,other
209,โฉนด,1561,656,1345.0,01D001,0.0,3.0,29.3,0.0,0.0,329.3,0.0,0.0,other
210,โฉนด,26062,655,3384.0,01D001/001,0.0,1.0,23.6,0.0,0.0,123.6,0.0,0.0,other
211,โฉนด,26061,653,3383.0,01D001/002,0.0,1.0,86.5,0.0,182.5,4.0,0.0,0.0,living
212,โฉนด,26060,652,3382.0,01D001/003,0.0,1.0,80.8,0.0,1808.0,0.0,0.0,0.0,living
213,โฉนด,26059,650,3381.0,01D001/004,0.0,0.0,97.5,0.0,97.5,0.0,0.0,0.0,living
214,โฉนด,11541,654,3648.0,01D001/005,0.0,0.0,38.9,38.9,0.0,0.0,0.0,0.0,agriculture
215,โฉนด,67537,2530,4324.0,01D001/006,0.0,0.0,84.0,0.0,0.0,0.0,84.0,0.0,wasteland
216,โฉนด,92930,31,4870.0,01D001/007,0.0,0.0,67.7,0.0,67.7,0.0,0.0,0.0,living
217,โฉนด,4032,648,2030.0,01D002,0.0,1.0,14.7,0.0,0.0,114.7,0.0,0.0,other
218,โฉนด,1031,646,1351.0,01D003,0.0,0.0,50.8,0.0,0.0,50.8,0.0,0.0,other
219,โฉนด,1253,649,1350.0,01D004,0.0,1.0,82.8,0.0,0.0,182.8,0.0,0.0,other
220,โฉนด,1166,651,1349.0,01D005,0.0,1.0,15.2,0.0,0.0,115.2,0.0,0.0,other
221,โฉนด,1088,661,1348.0,01D006,0.0,1.0,80.4,0.0,0.0,180.4,0.0,0.0,other
222,โฉนด,1165,660,1346.0,01D007,0.0,0.0,80.7,0.0,0.0,0.0,80.7,0.0,wasteland
223,โฉนด,1049,662,1347.0,01D008,0.0,1.0,47.2,0.0,0.0,147.2,0.0,0.0,other
224,โฉนด,1635,657,1341.0,01D009,0.0,1.0,51.9,0.0,151.9,0.0,0.0,0.0,living
225,โฉนด,1101,659,1344.0,01D011,0.0,2.0,56.1,0.0,0.0,256.1,0.0,0.0,other
226,โฉนด,1958,663,1342.0,01D012,0.0,2.0,18.9,0.0,0.0,218.9,0.0,0.0,other
227,โฉนด,1036,664,1340.0,01D013,0.0,0.0,84.6,0.0,0.0,84.6,0.0,0.0,other
228,โฉนด,1557,666,1339.0,01D014,1.0,3.0,9.2,0.0,0.0,709.2,0.0,0.0,other
229,โฉนด,62455,53,4105.0,01D014/001,0.0,3.0,51.9,0.0,0.0,351.9,0.0,0.0,other
230,โฉนด,1404,665,1338.0,01D015,0.0,2.0,88.5,0.0,0.0,288.5,0.0,0.0,other
231,โฉนด,1022,695,1087.0,01D016,0.0,1.0,63.2,0.0,144.5,18.75,0.0,0.0,living
232,โฉนด,67066,2581,4284.0,01D016/001,0.0,0.0,81.6,0.0,0.0,0.0,81.6,0.0,wasteland
233,โฉนด,67065,2580,4283.0,01D016/002,0.0,0.0,81.6,0.0,81.6,0.0,0.0,0.0,living
234,โฉนด,67064,2579,4282.0,01D016/003,0.0,0.0,81.6,0.0,81.6,0.0,0.0,0.0,living
235,โฉนด,67067,2582,4285.0,01D016/004,0.0,0.0,30.5,0.0,30.5,0.0,0.0,0.0,living
236,โฉนด,1021,701,1093.0,01D017,0.0,2.0,52.1,0.0,247.6,4.5,0.0,0.0,living
237,โฉนด,29732,708,3685.0,01D017/001,0.0,0.0,16.3,0.0,0.0,16.3,0.0,0.0,other
238,โฉนด,29731,707,3684.0,01D017/002,0.0,0.0,16.1,0.0,0.0,16.1,0.0,0.0,other
239,โฉนด,29730,706,3683.0,01D017/003,0.0,0.0,16.1,0.0,0.0,16.1,0.0,0.0,other
240,โฉนด,29729,705,3682.0,01D017/004,0.0,0.0,16.2,0.0,0.0,16.2,0.0,0.0,other
241,โฉนด,29728,704,3681.0,01D017/005,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,other
242,โฉนด,29727,703,3680.0,01D017/006,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,other
